zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,estimated_population_2014,
20833,STANDARD,0,Brookeville,,Sunshine -  Unity,MD,Montgomery County,America/New_York,,NA,US,39.17,-77.05,7800,
20837,STANDARD,0,Poolesville,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.14,-77.41,6300,
20838,STANDARD,0,Barnesville,,,MD,Montgomery County,America/New_York,240,NA,US,39.21,-77.38,290,
20839,STANDARD,0,Beallsville,,,MD,Montgomery County,America/New_York,240,NA,US,39.17,-77.41,250,
20841,STANDARD,0,Boyds,,,MD,Montgomery County,America/New_York,240,NA,US,39.18,-77.31,9520,
20842,STANDARD,0,Dickerson,,Comus,MD,Montgomery County,America/New_York,,NA,US,39.22,-77.42,1630,
20847,PO BOX,0,Rockville,,,MD,Montgomery County,America/New_York,240,NA,US,39.08,-77.15,92,
20848,PO BOX,0,Rockville,,,MD,Montgomery County,America/New_York,240,NA,US,39.08,-77.15,308,
20849,PO BOX,0,Rockville,,,MD,Montgomery County,America/New_York,240,NA,US,39.08,-77.15,476,
20850,STANDARD,0,Rockville,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.08,-77.15,43070,
20851,STANDARD,0,Rockville,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.08,-77.15,14570,
20852,STANDARD,0,Rockville,N Bethesda -  North Bethesda,No Bethesda,MD,Montgomery County,America/New_York,"240,301",NA,US,39.08,-77.15,38070,
20853,STANDARD,0,Rockville,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.08,-77.15,30810,
20854,STANDARD,0,Potomac,Rockville,,MD,Montgomery County,America/New_York,301,NA,US,39.02,-77.19,47600,
20855,STANDARD,0,Derwood,Rockville,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.13,-77.13,14430,
20857,UNIQUE,0,Rockville,,Hhs,MD,Montgomery County,America/New_York,240,NA,US,39.08,-77.15,0,
20859,PO BOX,0,Potomac,Rockville,,MD,Montgomery County,America/New_York,240,NA,US,39.02,-77.19,255,
20860,STANDARD,0,Sandy Spring,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.14,-77.02,1810,
20861,STANDARD,0,Ashton,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.15,-76.98,2070,
20862,STANDARD,0,Brinklow,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.18,-77.01,380,
20866,STANDARD,0,Burtonsville,,,MD,Montgomery County,America/New_York,301,NA,US,39.11,-76.93,14210,
20868,STANDARD,0,Spencerville,,,MD,Montgomery County,America/New_York,301,NA,US,39.12,-76.96,720,
20871,STANDARD,0,Clarksburg,Hyattstown,,MD,Montgomery County,America/New_York,"301,240",NA,US,39.23,-77.27,20940,
20872,STANDARD,0,Damascus,,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.27,-77.2,12940,
20874,STANDARD,0,Germantown,Darnestown,,MD,Montgomery County,America/New_York,240,NA,US,39.17,-77.26,58740,
20875,PO BOX,0,Germantown,,,MD,Montgomery County,America/New_York,240,NA,US,39.17,-77.26,628,
20876,STANDARD,0,Germantown,,,MD,Montgomery County,America/New_York,240,NA,US,39.17,-77.26,25200,
20877,STANDARD,0,Gaithersburg,Montgomery Village -  Montgomry Vlg,,MD,Montgomery County,America/New_York,"301,240",NA,US,39.14,-77.21,37850,
20878,STANDARD,0,Gaithersburg,Darnestown -  N Potomac -  No Potomac -  North Potomac,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.14,-77.21,62410,
20879,STANDARD,0,Gaithersburg,Laytonsville -  Montgomery Village -  Montgomry Vlg,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.14,-77.21,25650,
20880,PO BOX,0,Washington Grove,Washingtn Grv,,MD,Montgomery County,America/New_York,240,NA,US,39.14,-77.17,740,
20882,STANDARD,0,Gaithersburg,Laytonsville,,MD,Montgomery County,America/New_York,240,NA,US,39.14,-77.21,13820,
20883,PO BOX,0,Gaithersburg,,,MD,Montgomery County,America/New_York,240,NA,US,39.17,-77.19,161,
20884,PO BOX,0,Gaithersburg,,,MD,Montgomery County,America/New_York,240,NA,US,39.14,-77.21,366,
20885,PO BOX,0,Gaithersburg,,,MD,Montgomery County,America/New_York,240,NA,US,39.14,-77.21,344,
20886,STANDARD,0,Montgomery Village,Gaithersburg -  Montgomry Vlg,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.18,-77.19,34130,
20889,UNIQUE,0,Bethesda,,National Naval Medical Ctr,MD,Montgomery County,America/New_York,240,NA,US,38.98,-77.12,273,
20891,PO BOX,0,Kensington,,,MD,Montgomery County,America/New_York,240,NA,US,39.02,-77.07,119,
20892,UNIQUE,0,Bethesda,,National Institute Of Health,MD,Montgomery County,America/New_York,240,NA,US,38.98,-77.12,0,
20894,UNIQUE,0,Bethesda,,National Library Of Medicine,MD,Montgomery County,America/New_York,240,NA,US,38.98,-77.12,0,
20895,STANDARD,0,Kensington,,North Bethesda,MD,Montgomery County,America/New_York,"301,240",NA,US,39.02,-77.07,18700,
20896,PO BOX,0,Garrett Park,,,MD,Montgomery County,America/New_York,240,NA,US,39.03,-77.09,1020,
20897,UNIQUE,0,Suburb Maryland Fac,Subn Md Fac,Suburban Md Brm,MD,Montgomery County,America/New_York,240,NA,US,39.08,-77.05,0,
20898,PO BOX,0,Gaithersburg,,Suburb Maryland Fac,MD,Montgomery County,America/New_York,240,NA,US,39.14,-77.21,347,
20899,UNIQUE,0,Gaithersburg,,Natl Institute Stds & Tech,MD,Montgomery County,America/New_York,240,NA,US,39.14,-77.21,0,
20901,STANDARD,0,Silver Spring,Takoma Park,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.01,-77.02,36900,
20902,STANDARD,0,Silver Spring,Wheaton,,MD,Montgomery County,America/New_York,"240,301",NA,US,39.01,-77.02,51990,
20903,STANDARD,0,Silver Spring,,Hillandale -  Takoma Park,MD,Montgomery County,America/New_York,301,NA,US,39.01,-77.02,27270,
20904,STANDARD,0,Silver Spring,Colesville,Cloverly,MD,Montgomery County,America/New_York,301,NA,US,39.01,-77.02,55710,
20905,STANDARD,0,Silver Spring,Colesville,,MD,Montgomery County,America/New_York,301,NA,US,39.01,-77.02,18260,
20906,STANDARD,0,Silver Spring,Aspen Hill,Glenmont -  Leisure World -  Norbeck -  Wheaton,MD,Montgomery County,America/New_York,"301,240",NA,US,39.01,-77.02,67360,
20907,PO BOX,0,Silver Spring,,,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,323,
20908,PO BOX,0,Silver Spring,,,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,38,
20910,STANDARD,0,Silver Spring,,Takoma Pk,MD,Montgomery County,America/New_York,"240,301",NA,US,39.01,-77.02,37650,
20911,PO BOX,0,Silver Spring,,,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,115,
20912,STANDARD,0,Takoma Park,Silver Spring,,MD,Montgomery County,America/New_York,"240,301",NA,US,38.98,-77,24770,
20913,PO BOX,0,Takoma Park,Silver Spring,,MD,Montgomery County,America/New_York,240,NA,US,38.98,-77,225,
20914,PO BOX,0,Silver Spring,Colesville,,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,526,
20915,PO BOX,0,Silver Spring,Wheaton,,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,270,
20916,PO BOX,0,Silver Spring,Aspen Hill,,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,425,
20918,PO BOX,0,Silver Spring,,,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,236,
20993,UNIQUE,0,Silver Spring,,Us Food And Drug Admin,MD,Montgomery County,America/New_York,240,NA,US,39.03,-76.98,0,
20997,UNIQUE,0,Silver Spring,,Suburban Md Brm,MD,Montgomery County,America/New_York,240,NA,US,39.01,-77.02,0,
21001,STANDARD,0,Aberdeen,,,MD,Harford County,America/New_York,"410,443,667",NA,US,39.51,-76.17,21780,
21005,STANDARD,0,Aberdeen Proving Ground,Aber Prov Grd,Apg,MD,Harford County,America/New_York,"443,667",NA,US,39.47,-76.13,2130,
21009,STANDARD,0,Abingdon,,,MD,Harford County,America/New_York,410,NA,US,39.46,-76.27,28980,
21010,STANDARD,0,Gunpowder,Aber Prov Grd -  Aberdeen Proving Ground,Edgewood Arsenal,MD,Harford County,America/New_York,410,NA,US,39.41,-76.38,580,
21012,STANDARD,0,Arnold,,,MD,Anne Arundel County,America/New_York,410,NA,US,39.04,-76.49,20960,
21013,STANDARD,0,Baldwin,,,MD,Baltimore County,America/New_York,,NA,US,39.51,-76.49,4650,
21014,STANDARD,0,Bel Air,,,MD,Harford County,America/New_York,"410,443",NA,US,39.53,-76.34,34790,
21015,STANDARD,0,Bel Air,,,MD,Harford County,America/New_York,"410,443",NA,US,39.53,-76.34,27800,
21017,STANDARD,0,Belcamp,,Riverside,MD,Harford County,America/New_York,410,NA,US,39.46,-76.23,6050,
21018,PO BOX,0,Benson,,,MD,Harford County,America/New_York,410,NA,US,39.51,-76.18,51,
21020,PO BOX,0,Boring,,,MD,Baltimore County,America/New_York,410,NA,US,39.57,-76.8,111,
21022,PO BOX,0,Brooklandville,Brooklandvl,,MD,Baltimore County,America/New_York,410,NA,US,39.42,-76.67,326,
21023,PO BOX,0,Butler,,,MD,Baltimore County,America/New_York,410,NA,US,39.55,-76.68,247,
21027,PO BOX,0,Chase,,,MD,Baltimore County,America/New_York,410,NA,US,39.36,-76.37,185,
21028,STANDARD,0,Churchville,,,MD,Harford County,America/New_York,"410,443",NA,US,39.56,-76.24,3170,
21029,STANDARD,0,Clarksville,,,MD,Howard County,America/New_York,240,NA,US,39.2,-76.94,12450,
21030,STANDARD,0,Cockeysville,Cockysvil -  Hunt Valley,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.47,-76.63,24570,
21031,STANDARD,0,Hunt Valley,,,MD,Baltimore County,America/New_York,"443,410",NA,US,39.49,-76.65,23,
21032,STANDARD,0,Crownsville,,,MD,Anne Arundel County,America/New_York,410,NA,US,39.01,-76.59,8580,
21034,STANDARD,0,Darlington,,,MD,Harford County,America/New_York,"410,443",NA,US,39.63,-76.2,3080,
21035,STANDARD,0,Davidsonville,,,MD,Anne Arundel County,America/New_York,410,NA,US,38.93,-76.63,7940,
21036,STANDARD,0,Dayton,,,MD,Howard County,America/New_York,240,NA,US,39.23,-76.98,2310,
21037,STANDARD,0,Edgewater,,,MD,Anne Arundel County,America/New_York,"301,410",NA,US,38.9,-76.54,19990,
21040,STANDARD,0,Edgewood,,,MD,Harford County,America/New_York,"410,443",NA,US,39.42,-76.29,22740,
21041,PO BOX,0,Ellicott City,,Ellicott,MD,Howard County,America/New_York,410,NA,US,39.27,-76.83,398,
21042,STANDARD,0,Ellicott City,,Ellicott,MD,Howard County,America/New_York,"410,443",NA,US,39.27,-76.83,39350,
21043,STANDARD,0,Ellicott City,Daniels -  Ilchester -  Oella,Ellicott,MD,Howard County,America/New_York,"410,443",NA,US,39.27,-76.83,44840,
21044,STANDARD,0,Columbia,,,MD,Howard County,America/New_York,"240,301,410,443",NA,US,39.2,-76.85,39790,
21045,STANDARD,0,Columbia,,,MD,Howard County,America/New_York,"240,301,410,443",NA,US,39.2,-76.85,38220,
21046,STANDARD,0,Columbia,,,MD,Howard County,America/New_York,"301,410,443,240",NA,US,39.2,-76.85,15110,
21047,STANDARD,0,Fallston,,,MD,Harford County,America/New_York,"410,443",NA,US,39.52,-76.42,12170,
21048,STANDARD,0,Finksburg,Patapsco,,MD,Carroll County,America/New_York,443,NA,US,39.49,-76.88,10210,
21050,STANDARD,0,Forest Hill,,,MD,Harford County,America/New_York,410,NA,US,39.58,-76.39,18080,
21051,STANDARD,0,Fork,,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.47,-76.45,330,
21052,PO BOX,0,Fort Howard,,,MD,Baltimore County,America/New_York,410,NA,US,39.2,-76.44,417,
21053,STANDARD,0,Freeland,,,MD,Baltimore County,America/New_York,410,NA,US,39.69,-76.72,3110,
21054,STANDARD,0,Gambrills,,,MD,Anne Arundel County,America/New_York,240,NA,US,39.05,-76.66,11500,
21056,PO BOX,0,Gibson Island,,,MD,Anne Arundel County,America/New_York,410,NA,US,39.07,-76.42,256,
21057,STANDARD,0,Glen Arm,,,MD,Baltimore County,America/New_York,410,NA,US,39.44,-76.5,3930,
21060,STANDARD,0,Glen Burnie,,,MD,Anne Arundel County,America/New_York,"443,410",NA,US,39.16,-76.6,30730,
21061,STANDARD,0,Glen Burnie,,,MD,Anne Arundel County,America/New_York,"410,443",NA,US,39.16,-76.6,51260,
21062,UNIQUE,0,Glen Burnie,,Maryland Motor Vehicle Admin,MD,Anne Arundel County,America/New_York,410,NA,US,39.16,-76.6,0,
21065,UNIQUE,0,Hunt Valley,Cockys Ht Vly,Cockeysville Hunt Valley -  Huntvalley -  Pdp Group Inc,MD,Baltimore County,America/New_York,410,NA,US,39.49,-76.65,0,
21071,PO BOX,0,Glyndon,,Reisterstown,MD,Baltimore County,America/New_York,"410,443",NA,US,39.47,-76.81,632,
21074,STANDARD,0,Hampstead,Greenmount,,MD,Carroll County,America/New_York,"410,443",NA,US,39.61,-76.85,14730,
21075,STANDARD,0,Elkridge,,Hanover,MD,Howard County,America/New_York,"240,443,410",NA,US,39.2,-76.75,29790,
21076,STANDARD,0,Hanover,,Harmans,MD,Anne Arundel County,America/New_York,443,NA,US,39.16,-76.72,15590,
21077,STANDARD,0,Harmans,,,MD,Anne Arundel County,America/New_York,443,NA,US,39.16,-76.72,250,
21078,STANDARD,0,Havre De Grace,Hvre De Grace,,MD,Harford County,America/New_York,"667,410,443",NA,US,39.54,-76.09,16930,
21082,STANDARD,0,Hydes,,,MD,Baltimore County,America/New_York,410,NA,US,39.48,-76.47,880,
21084,STANDARD,0,Jarrettsville,,,MD,Harford County,America/New_York,"410,443",NA,US,39.6,-76.47,7140,
21085,STANDARD,0,Joppa,,Joppatown -  Joppatowne -  Magnolia,MD,Harford County,America/New_York,443,NA,US,39.43,-76.35,15970,
21087,STANDARD,0,Kingsville,Bradshaw,,MD,Baltimore County,America/New_York,,NA,US,39.44,-76.41,5410,
21088,PO BOX,0,Lineboro,Manchester,,MD,Carroll County,America/New_York,410,NA,US,39.71,-76.84,35,
21090,STANDARD,0,Linthicum Heights,Linthicum -  Linthicum Hts,,MD,Anne Arundel County,America/New_York,"443,410",NA,US,39.2,-76.66,9680,
21092,PO BOX,0,Long Green,,,MD,Baltimore County,America/New_York,410,NA,US,39.47,-76.52,156,
21093,STANDARD,0,Lutherville Timonium,Lutherville -  Luthvle Timon -  Timonium,,MD,Baltimore County,America/New_York,410,NA,US,39.43,-76.64,36540,
21094,PO BOX,0,Lutherville Timonium,Lutherville -  Luthvle Timon -  Timonium,,MD,Baltimore County,America/New_York,410,NA,US,39.43,-76.64,247,
21098,UNIQUE,1,Hanover,Household Bank,,MD,Anne Arundel County,America/New_York,410,NA,US,39.19,-76.72,0,
21102,STANDARD,0,Manchester,Lineboro -  Millers,,MD,Carroll County,America/New_York,"410,443",NA,US,39.65,-76.89,11490,
21104,STANDARD,0,Marriottsville,Marriottsvl -  Woodstock,Henryton,MD,Howard County,America/New_York,,NA,US,39.35,-76.89,5310,
21105,PO BOX,0,Maryland Line,,,MD,Baltimore County,America/New_York,410,NA,US,39.69,-76.71,132,
21106,PO BOX,0,Mayo,,,MD,Anne Arundel County,America/New_York,410,NA,US,38.89,-76.5,259,
21108,STANDARD,0,Millersville,,,MD,Anne Arundel County,America/New_York,"410,443",NA,US,39.05,-76.64,17460,
21111,STANDARD,0,Monkton,Hereford,,MD,Baltimore County,America/New_York,,NA,US,39.57,-76.58,4990,
21113,STANDARD,0,Odenton,,,MD,Anne Arundel County,America/New_York,"240,301,410,443",NA,US,39.06,-76.69,31280,
21114,STANDARD,0,Crofton,,,MD,Anne Arundel County,America/New_York,"240,410,443,667",NA,US,39.01,-76.68,25470,
21117,STANDARD,0,Owings Mills,Garrison,,MD,Baltimore County,America/New_York,410,NA,US,39.41,-76.79,51700,
21120,STANDARD,0,Parkton,Bentley Spgs -  Bentley Springs,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.65,-76.67,7040,
21122,STANDARD,0,Pasadena,Lake Shore -  Millersville -  Riviera Beach,,MD,Anne Arundel County,America/New_York,"410,443",NA,US,39.11,-76.55,57770,
21123,PO BOX,0,Pasadena,Lake Shore -  Riviera Beach,,MD,Anne Arundel County,America/New_York,410,NA,US,39.11,-76.55,635,
21128,STANDARD,0,Perry Hall,,Perryhall,MD,Baltimore County,America/New_York,410,NA,US,39.4,-76.47,13660,
21130,PO BOX,0,Perryman,,,MD,Harford County,America/New_York,410,NA,US,39.46,-76.2,237,
21131,STANDARD,0,Phoenix,Jacksonville,,MD,Baltimore County,America/New_York,410,NA,US,39.5,-76.56,7470,
21132,STANDARD,0,Pylesville,,,MD,Harford County,America/New_York,410,NA,US,39.68,-76.37,2570,
21133,STANDARD,0,Randallstown,Mcdonogh Run,Foxridge,MD,Baltimore County,America/New_York,"410,443",NA,US,39.37,-76.8,28140,
21136,STANDARD,0,Reisterstown,Glyndon,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.45,-76.81,33140,
21139,PO BOX,0,Riderwood,,,MD,Baltimore County,America/New_York,410,NA,US,39.4,-76.6,157,
21140,STANDARD,0,Riva,,,MD,Anne Arundel County,America/New_York,"301,410",NA,US,38.94,-76.58,3410,
21144,STANDARD,0,Severn,,,MD,Anne Arundel County,America/New_York,"410,443",NA,US,39.13,-76.69,32860,
21146,STANDARD,0,Severna Park,,,MD,Anne Arundel County,America/New_York,"410,443",NA,US,39.08,-76.57,27210,
21150,PO BOX,0,Simpsonville,,,MD,Howard County,America/New_York,410,NA,US,39.18,-76.88,90,
21152,STANDARD,0,Sparks Glencoe,Glencoe -  Sparks -  Sparks Glenco,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.54,-76.68,5420,
21153,PO BOX,0,Stevenson,,,MD,Baltimore County,America/New_York,410,NA,US,39.42,-76.7,925,
21154,STANDARD,0,Street,,,MD,Harford County,America/New_York,410,NA,US,39.65,-76.34,5950,
21155,STANDARD,0,Upperco,Fowbelsburg,,MD,Baltimore County,America/New_York,,NA,US,39.57,-76.8,2320,
21156,STANDARD,0,Upper Falls,,,MD,Baltimore County,America/New_York,410,NA,US,39.43,-76.4,370,
21157,STANDARD,0,Westminster,,Carrollton,MD,Carroll County,America/New_York,"410,443",NA,US,39.57,-77,33700,
21158,STANDARD,0,Westminster,,,MD,Carroll County,America/New_York,"410,443",NA,US,39.57,-77,20110,
21160,STANDARD,0,Whiteford,Cardiff,,MD,Harford County,America/New_York,"410,443",NA,US,39.7,-76.34,2300,
21161,STANDARD,0,White Hall,,Norrisville,MD,Baltimore County,America/New_York,,NA,US,39.65,-76.56,5200,
21162,STANDARD,0,White Marsh,,,MD,Baltimore County,America/New_York,"443,410",NA,US,39.38,-76.45,4190,
21163,STANDARD,0,Woodstock,Granite,Henryton,MD,Howard County,America/New_York,,NA,US,39.32,-76.87,7130,
21201,STANDARD,0,Baltimore,,,MD,Baltimore City,America/New_York,"410,443,667,301",NA,US,39.3,-76.61,11790,
21202,STANDARD,0,Baltimore,East Case,,MD,Baltimore City,America/New_York,"301,443,410,667",NA,US,39.3,-76.61,12550,
21203,PO BOX,0,Baltimore,,,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,1290,
21204,STANDARD,0,Towson,Baltimore -  Eudowood -  Loch Raven -  Ruxton,,MD,Baltimore County,America/New_York,"410,443,667",NA,US,39.39,-76.62,14520,
21205,STANDARD,0,Baltimore,,Clifton East End -  East End,MD,Baltimore City,America/New_York,"410,443",NA,US,39.3,-76.61,12740,
21206,STANDARD,0,Baltimore,Raspeburg,,MD,Baltimore City,America/New_York,"410,443",NA,US,39.3,-76.61,44590,
21207,STANDARD,0,Gwynn Oak,Baltimore -  Woodlawn,,MD,Baltimore County,America/New_York,"667,410,443",NA,US,39.32,-76.72,43140,
21208,STANDARD,0,Pikesville,Baltimore,,MD,Baltimore County,America/New_York,"410,443,667",NA,US,39.39,-76.7,31480,
21209,STANDARD,0,Baltimore,Mount Washington -  Mt Washington,,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,25480,
21210,STANDARD,0,Baltimore,Roland Park,,MD,Baltimore City,America/New_York,"443,410",NA,US,39.3,-76.61,9570,
21211,STANDARD,0,Baltimore,,Hampden,MD,Baltimore City,America/New_York,"410,443",NA,US,39.3,-76.61,13190,
21212,STANDARD,0,Baltimore,Govans,,MD,Baltimore City,America/New_York,"410,443,667",NA,US,39.3,-76.61,28340,
21213,STANDARD,0,Baltimore,Clifton,Clifton East End,MD,Baltimore City,America/New_York,"410,443",NA,US,39.3,-76.61,25770,
21214,STANDARD,0,Baltimore,,Hamilton,MD,Baltimore City,America/New_York,"443,410",NA,US,39.3,-76.61,17020,
21215,STANDARD,0,Baltimore,Arlington,,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,46960,
21216,STANDARD,0,Baltimore,,Walbrook,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,23670,
21217,STANDARD,0,Baltimore,Druid,,MD,Baltimore City,America/New_York,"410,443",NA,US,39.3,-76.61,25020,
21218,STANDARD,0,Baltimore,,Waverly,MD,Baltimore City,America/New_York,"443,410",NA,US,39.3,-76.61,33130,
21219,STANDARD,0,Sparrows Point,Baltimore -  Edgemere -  Sparrows Pt,Dundalk Sparrows Point,MD,Baltimore County,America/New_York,"410,443",NA,US,39.22,-76.43,8660,
21220,STANDARD,0,Middle River,Baltimore,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.33,-76.43,38010,
21221,STANDARD,0,Essex,Baltimore,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.3,-76.44,38480,
21222,STANDARD,0,Dundalk,Baltimore,Dundalk Sparrows Point,MD,Baltimore County,America/New_York,"410,443",NA,US,39.26,-76.49,50210,
21223,STANDARD,0,Baltimore,Franklin,,MD,Baltimore City,America/New_York,"667,410",NA,US,39.3,-76.61,18550,
21224,STANDARD,0,Baltimore,Highlandtown,,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,47050,
21225,STANDARD,0,Brooklyn,Baltimore -  Brooklyn Park,,MD,Anne Arundel County,America/New_York,"410,443",NA,US,39.22,-76.61,28170,
21226,STANDARD,0,Curtis Bay,Baltimore -  Carvel Beach -  Chestnut Hill Cove -  Chstnt Hl Cv -  Clearwater Beach -  Clearwatr Bch -  Greenland Bch -  Greenland Beach -  Orchard Beach -  Stoney Beach,Brooklyn,MD,Baltimore City,America/New_York,"410,443",NA,US,39.21,-76.55,6370,
21227,STANDARD,0,Halethorpe,Arbutus -  Baltimore -  Lansdowne,,MD,Baltimore County,America/New_York,"240,443,410",NA,US,39.21,-76.72,31420,
21228,STANDARD,0,Catonsville,Baltimore,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.26,-76.74,45120,
21229,STANDARD,0,Baltimore,Carroll,,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,38560,
21230,STANDARD,0,Baltimore,,,MD,Baltimore City,America/New_York,"410,667",NA,US,39.3,-76.61,28810,
21231,STANDARD,0,Baltimore,,Patterson,MD,Baltimore City,America/New_York,"410,443,667",NA,US,39.3,-76.61,13320,
21233,STANDARD,0,Baltimore,,,MD,Baltimore City,America/New_York,"410,667,301,443",NA,US,39.3,-76.61,35,
21234,STANDARD,0,Parkville,Baltimore,,MD,Baltimore County,America/New_York,"410,443",NA,US,39.38,-76.55,62950,
21235,UNIQUE,0,Baltimore,,Social Security Administrat,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,20,
21236,STANDARD,0,Nottingham,Baltimore,,MD,Baltimore County,America/New_York,410,NA,US,39.38,-76.48,37520,
21237,STANDARD,0,Rosedale,Baltimore,,MD,Baltimore County,America/New_York,410,NA,US,39.32,-76.5,28220,
21239,STANDARD,0,Baltimore,Idlewylde -  Loch Hill -  Northwood,,MD,Baltimore City,America/New_York,"443,410",NA,US,39.3,-76.61,24540,
21240,STANDARD,0,Baltimore,,,MD,Anne Arundel County,America/New_York,"240,410,443",NA,US,39.3,-76.61,117,
21241,UNIQUE,0,Baltimore,,Social Security Admin,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21244,STANDARD,0,Windsor Mill,Baltimore,,MD,Baltimore County,America/New_York,410,NA,US,39.33,-76.78,34550,
21250,UNIQUE,0,Baltimore,,Catonsville -  Univ Of Md Baltimore County,MD,Baltimore County,America/New_York,410,NA,US,39.3,-76.61,46,
21251,UNIQUE,0,Baltimore,,Morgan State University,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,35,
21252,UNIQUE,0,Towson,Baltimore,Towson State University,MD,Baltimore County,America/New_York,410,NA,US,39.3,-76.61,59,
21260,STANDARD,1,Baltimore,,Census Bureau,MD,Baltimore City,America/New_York,410,NA,US,39.35,-76.7,0,
21261,STANDARD,1,Baltimore,Essex,Census Bureau,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.45,0,
21263,UNIQUE,0,Baltimore,,Bank Of America,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21264,UNIQUE,0,Baltimore,,M T Bank,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21265,UNIQUE,1,Baltimore,,Verizon Telephone,MD,Baltimore City,America/New_York,410,NA,US,39.29,-76.6,0,
21268,UNIQUE,1,Baltimore,,Harte Hanks Direct Marketing,MD,Baltimore City,America/New_York,410,NA,US,39.21,-76.72,0,
21270,PO BOX,0,Baltimore,,Reisterstown Rd Plaza,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,35,
21273,UNIQUE,0,Baltimore,,Bank Of America,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21274,UNIQUE,1,Baltimore,,Bank Of America,MD,Baltimore City,America/New_York,410,NA,US,39.29,-76.6,0,
21275,UNIQUE,0,Baltimore,,Wells Fargo,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21278,UNIQUE,0,Baltimore,,Baltimore Sunpapers,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21279,UNIQUE,0,Baltimore,,Crestar Bank -  Sun Trust Bank,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21280,UNIQUE,0,Baltimore,,Bank Of America,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21281,PO BOX,0,Baltimore,,,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,73,
21282,PO BOX,0,Baltimore,,Pikesville,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,387,
21283,UNIQUE,1,Baltimore,Shared Firm Zip Code,,MD,Baltimore City,America/New_York,410,NA,US,39.29,-76.61,0,
21284,PO BOX,0,Baltimore,Loch Raven,,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,202,
21285,PO BOX,0,Baltimore,,Towson Finance,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,100,
21286,STANDARD,0,Towson,Baltimore -  Loch Raven,,MD,Baltimore County,America/New_York,"667,410,443",NA,US,39.39,-76.62,17030,
21287,UNIQUE,0,Baltimore,,Johns Hopkins -  Johns Hopkins Hospital,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,34,
21288,UNIQUE,0,Baltimore,,Household Bank,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
21289,UNIQUE,0,Baltimore,,T Rowe Price Associates Inc,MD,Baltimore City,America/New_York,410,NA,US,39.3,-76.61,0,
